category_name1	category_name2	id	image_link	link	shipping	shipping_settings	condition	search_tag	review_count	satisfylevel	event_words	adult	price_pc	maker	brand	title	product_flag	preorder_settings
테크·가전		481	https://d1ruwxjthziwe4.cloudfront.net/marketing/481.jpg	https://link.wadiz.kr/BeYz/39udkflq	0			한글마우스패드|오피온|마우스키패드|한글취소선단축키|마우스용패드|엑셀패드|엑셀단축키마우스패드|한글단축키패드|엑셀단축키패드|엑셀키패드|단축키패드|엑셀마우스패드|단축키마우스패드|엑셀단축	66	4.16	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	10900			오피온 퀵셀패드 엑셀 한글 윈도우 포토샵 단축키 마우스 패드		
테크·가전		487	https://d1ruwxjthziwe4.cloudfront.net/marketing/487.jpg	https://link.wadiz.kr/BeYz/btyl0v42	3000			수면노이즈캔슬링|SONGX|노이즈캔슬링수면|블루투스이어폰|스마트워치블루투스이어폰|SRTWS-04|타이거JK이어폰|이어폰브랜드|샥즈오픈핏T910|무선이어폰|람쏘블루투스이어폰|TWSE	27		와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	74000			SONG X TWS 무선 블루투스 이어폰		
패션		97	https://d1ruwxjthziwe4.cloudfront.net/marketing/97.jpg	https://link.wadiz.kr/BeYz/t0hsa024	0			컴프레션쇼츠|썸앤핏|남자레깅스반바지|컴프레션|남성레깅스|남자헬스복바지|남자컴프레션|남자헬스복|남자레깅스|헬스복바지|남자반바지레깅스|남성헬스복|헬스복|반바지레깅스|컴프레션레깅스|컴프	86	4.35	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	40200			썸앤핏 트레깅스 팬츠 남자레깅스 컴프레션 헬스복 반바지		
반려동물		393	https://d1ruwxjthziwe4.cloudfront.net/marketing/393.jpg	https://link.wadiz.kr/BeYz/ymo0a6j2	3000			푼푼이지백|푼푼산책가방|보온파우치|프리미요굿즈	36	4.57	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	16000			몬스터급 수납력 푼푼 이지백		
테크·가전		359	https://d1ruwxjthziwe4.cloudfront.net/marketing/359.jpg	https://link.wadiz.kr/BeYz/sq42hv4c	0			스마트름뱅이|건조기|신발살균건조기|신발건조기|CAPSULES|신발건조기추천|휴대용신발건조기|신발관리기|캡슐에스|무선신발건조기|신발살균|무선신발살균건조기|건조기신발|슈즈건조기|신발건	61	4.67	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	147000			스마트름뱅이 캡슐에스 휴대용 무선 신발관리기 살균 제습 본품+살균키트+어댑터		
뷰티	향수	112	https://d1ruwxjthziwe4.cloudfront.net/marketing/112.jpg	https://link.wadiz.kr/BeYz/hkjzt50f	3000			하루의시간향수|오래가는섬유향수|하루의시선섬유향수|섬유포켓향수|하루의시간섬유향수|포켓섬유향수|은은하게|오래가는탈취제|섬유향수하루의시간|포켓스프레이|섬유향수머스크|섬유포켓|섬유향수세트	98	4.75	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	8800			하루의시간 은은하게 오래가는 머스크 포켓 섬유향수 20ml		
홈·리빙		549	https://d1ruwxjthziwe4.cloudfront.net/marketing/549.jpg	https://link.wadiz.kr/BeYz/j049oof0	0			전기편백찜기|편백찜기	8	4.33	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	354000			디지털 편백 편백찜기 전통방식 짜맞춤 찜기		
뷰티		567	https://d1ruwxjthziwe4.cloudfront.net/marketing/567.jpg	https://link.wadiz.kr/BeYz/big96gdy	3000			스칼큐타이거립|두피트리트먼트|비타브리드|스칼큐탈모샴푸|스칼큐타이거립샴푸|샴푸300ML|TS샴푸BD|TS샴푸|탈모샴푸|유피토스씨포스|소포라샴푸|TSBD샴푸500G|유피토스샴푸|스칼큐	46	4.53	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	14900			스칼큐 타이거립 샴푸 300ml		
스포츠·아웃도어	헬스	627	https://d1ruwxjthziwe4.cloudfront.net/marketing/627.jpg	https://link.wadiz.kr/BeYz/kc6435cz	3000			여성밴드바지|밴드바지|여자밴드바지|여성밴드팬츠|밴드팬츠|질경이우리옷	86	4.22	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	164000			후스크루 저항밴드 내장 아고지 저항팬츠		
푸드	디저트·간식	537	https://d1ruwxjthziwe4.cloudfront.net/marketing/537.jpg	https://link.wadiz.kr/BeYz/d2r0lbz7	0			불로구마|불로구마직화아이스군고구마90|불로구마직화아이스군고구마10|불로구마직화아이스군고구마|군고구마간편조리아이스|냉동군고구마|해남불로구마|아이스군고구마|아이스불로구마|냉동군고구마벌	320	4.76	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	19900			불로구마 직화 아이스 군고구마 10팩		
아트		796	https://d1ruwxjthziwe4.cloudfront.net/marketing/796.jpg	https://link.wadiz.kr/BeYz/xt440h7q	5000			사일런트기타|기타|사일런트|와디즈기타|통기타|어쿠스틱기타|숨캐비넷|엔야기타|올솔리드기타|사일런스기타|카본통기타|테일러214CE|NEXG2|마틴000|야마하SLG200S|여행용기타|	21	4.82	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	493000			무선 사일런트 기타 SSG-300R 마호가니		
홈·리빙	인센스·방향제	635	https://d1ruwxjthziwe4.cloudfront.net/marketing/635.jpg	https://link.wadiz.kr/BeYz/nbxl9oa5	3000			랫어릿|제주섬유향수	125	4.44	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	15000			랫어릿 제주 섬유향수 100ml 330ml		
게임	보드게임	797	https://d1ruwxjthziwe4.cloudfront.net/marketing/797.jpg	https://link.wadiz.kr/BeYz/spytyc5n	3500			화투|조약돌화투|보드게임|만화|만화원작게임|예쁜화투|화투방석|화투만화|보드게임만화|레이블만화보드|화투가격|게임만화|만화게임|특대형화투방석|보드게임화투방석|보드게임방석|화투에디션|이	146	4.41	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	7000			만화 에디션 조약돌화투 화투방석		
패션		434	https://d1ruwxjthziwe4.cloudfront.net/marketing/434.jpg	https://link.wadiz.kr/BeYz/jmoc7syy	0			3단카드지갑|지갑|손뜨개카드지갑|라씰지갑|카드지갑|베지터블가죽지갑|라씰카드지갑|명함지갑|삼단지갑|3단카드|카드지갑키링|코치지갑|3단지갑|라씰|스트랩카드지갑|코치남자카드지갑|카드지갑	77	4.02	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	34900			라씰 울트라 컴팩트 삼단 컴팩트 지갑		
홈·리빙		633	https://d1ruwxjthziwe4.cloudfront.net/marketing/633.jpg	https://link.wadiz.kr/BeYz/grtyvfpn	0			키즈목욕의자|밤비데|샴푸의자|아기비데치코|샴푸체어|애기비데|밤비데아기비데|어린이머리감기|아기샤워의자|아기샴푸의자|치코아기비데|깜꼬|깜꼬샴푸베개|샴푸베개|아기비데|말랑하니목욕의자|아	24	4.77	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	24700		깜꼬	깜꼬 아기 샴푸의자 어린이 머리감기기 샴푸베개		
패션		686	https://d1ruwxjthziwe4.cloudfront.net/marketing/686.jpg	https://link.wadiz.kr/BeYz/pwpjqc77	3500			벨벳노트북파우치|테블릿가방11인치|맥북11인치케이스|11인치노트북파우치|마이멜로디노트북파우치|케이스로직노트북가방|17인치노트북가방|태블릿가방11인치|태블릿가방|11인치가방|13인치	36	4.61	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	46000			오색찬란코리아 노트북 맥북 케이스 태블릿 벨벳 파우치 키링		
패션	신발	753	https://d1ruwxjthziwe4.cloudfront.net/marketing/753.jpg	https://link.wadiz.kr/BeYz/nm4mot1p	0			위트맨|남자로퍼|남자스웨이드로퍼|남성스웨이드로퍼|스웨이드로퍼|브라운스웨이드로퍼|WITTMAN|네이비스웨이드로퍼|네이비로퍼|블랙스웨이드로퍼|남성로퍼|로퍼|브라운로퍼|위트맨로퍼|남성스	27	4.61	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	104000			위트맨 스웻 스웨이드 로퍼 블랙 딥베이지 네이비 다크브라운		
패션	신발	756	https://d1ruwxjthziwe4.cloudfront.net/marketing/756.jpg	https://link.wadiz.kr/BeYz/an2rpb3a	0			여성독일군스니커즈|독일군여자|스니커즈|이태리스니커즈|콤비스니커즈|데상트단화|독일군스니커즈|데상트스니커즈여성|JOYA|데상트여성스니커즈|여자독일군|독일군스니커즈여자|메리제인스니커즈|	33	4.65	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	104000			크리미 이태리 독일군 스니커즈		
테크·가전		607	https://d1ruwxjthziwe4.cloudfront.net/marketing/607.jpg	https://link.wadiz.kr/BeYz/lbef6i6v	0			렉스웜|캠핑온열매트|차박전기장판|차박전기매트|보조배터리전기매트|렉스웜온열매트|차박온열매트|전기장판|캠핑용온열매트|솔고탄소매트|무선탄소매트|카본매트|닥터캠프전기장판|온열매트|카본매트	30		와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	184000			렉스웜 캠핑 차박용 온열매트 전기장판 온열방석		
뷰티		841	https://d1ruwxjthziwe4.cloudfront.net/marketing/841.jpg	https://link.wadiz.kr/BeYz/a7ufegmn	0			실키선스틱|땡큐파머선스틱|THANKYOUFARMER|땡큐파머|선스틱|무기자차선스틱|혼합자차선스틱|혼합자차썬스틱|워터프루프선스틱|선스틱실키|선스틱무기|강력한선스틱|파머스틱|쿨링선스틱	92	4.65	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	37000			땡큐파머 선 프로젝트 실키 카밍 강력 선스틱 2개		
홈·리빙	인테리어	437	https://d1ruwxjthziwe4.cloudfront.net/marketing/437.jpg	https://link.wadiz.kr/BeYz/ybiklpm9	4000			카티야|공중부양건조대|벽접이식건조대|공중부양빨래건조대|빨래건조대|오라플건조대|8단빨래건조대|카티야빨래건조대|아기빨래건조대|아기빨래|흡착식빨래건조대|아이언맨빨래건조대|와이드빨래건조대	64	4.34	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	41800			카티야 공중부양 스파이더윙 빨래건조대		
패션	가방	581	https://d1ruwxjthziwe4.cloudfront.net/marketing/581.jpg	https://link.wadiz.kr/BeYz/3etjblrj	0			할리케이가방|할리케이|HARLIEK|가죽토트가방|여성토트백|여성가죽백|할리케이토트백|가죽토트백|한지가죽|끌로에우디백|코치꽃무늬가방|토트크로스백|코치가방|버킨백|헤비츠사첼백|한지가방	18	4.08	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	74200			할리케이 세미 크로스바디백 7가지컬러 한지가죽		
테크·가전		563	https://d1ruwxjthziwe4.cloudfront.net/marketing/563.jpg	https://link.wadiz.kr/BeYz/6fztjd8i	0			물걸레청소기|작스|흡입력좋은무선청소기|아이닉차이슨무선청소기I30|엘지청소기올인원타워|물걸레진공청소기|무선청소기|후버무선청소기|모온오비큠|슬림청소기|청소기물걸레|행커무선청소기|무선청	27	4.44	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	243000			작스제로 XAX0 무선 청소기 풀패키지		
패션		283	https://d1ruwxjthziwe4.cloudfront.net/marketing/283.jpg	https://link.wadiz.kr/BeYz/mmw2zdwt	3500			다운점퍼|여성구스코트|구스다운점퍼|여성구스다운|구스다운패딩|구스패딩|구스다운패딩코트|여자구스패딩|여성구스패딩|패딩코트|여성프리미엄패딩|구스패딩코트|거위털패딩|여성다운코트|로잔|거위	183	4.76	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	133000			오프그리드 프리미엄 여성 구스 다운 코트		
패션		776	https://d1ruwxjthziwe4.cloudfront.net/marketing/776.jpg	https://link.wadiz.kr/BeYz/nik2dvda	0			로얄금속공업|로얄뷰티|혼손톱깎이|콧털제거기코가위|로얄TANBRASS코털|로얄코털TAN|로얄TAN코털깎이|로얄TAN코털|로얄바디콧털|다이소코털가위|콧털제거기|코털제거기|손톱깎이|콧털	423	4.6	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	45000			로얄금속공업 코털정리기 TAN		
